uuid,created,updated,queued,units,status,time,ingestion_time
1bab71ff-56e7-4741-91e1-e8a5c3e9cba1,2018-10-26 12:59:04,2018-10-26 12:59:06,2018-10-26 12:59:05,mm,completed,1261,2023-03-06 20:44:56.249047
a00430cf-6669-48f3-95a6-69c6999915c5,2020-04-11 22:06:25,2020-04-11 22:06:29,2020-04-11 22:06:26,mm,completed,3407,2023-03-06 20:44:56.249047
edf6d0a6-459f-4cbe-923e-2da42de52702,2022-07-11 16:38:17,2022-07-11 16:38:20,2022-07-11 16:38:18,mm,completed,2875,2023-03-06 20:44:56.249047
b8dc260f-5dd1-478c-9cc7-cee6a9366cb6,2021-11-08 13:58:09,2021-11-08 13:58:10,2021-11-08 13:58:09,mm,completed,835,2023-03-06 20:44:56.249047
1570a22f-96c8-482e-97d7-b711ae4e22b5,2019-12-17 16:47:10,2019-12-17 16:47:13,2019-12-17 16:47:10,mm,completed,2964,2023-03-06 20:44:56.249047
e62d09e3-4558-4a97-a5f6-1473d1dca41e,2022-05-15 21:20:29,2022-05-15 21:20:44,2022-05-15 21:20:29,mm,completed,15119.0,2023-03-06 20:44:56.249047
65cbb43f-68ee-4705-8122-d2a2f4eca8c4,2022-06-22 08:08:07,2022-06-22 08:08:09,2022-06-22 08:08:07,mm,completed,1746,2023-03-06 20:44:56.249047
51f345dc-f318-4ef3-8b65-f98aa7fecdcd,2019-03-21 14:26:03,2020-09-05 08:01:12,2020-09-05 08:01:11,mm,completed,1191,2023-03-06 20:44:56.249047
663867cc-e755-4154-ae49-5ae76f3a6bcc,2021-02-25 15:03:53,2021-10-18 20:30:32,2021-10-18 20:30:30,mm,completed,1795,2023-03-06 20:44:56.249047
ee8cd32e-7a80-40f5-9d21-f98d500940e1,2020-09-17 16:42:06,2020-09-17 16:42:07,2020-09-17 16:42:06,mm,completed,1194,2023-03-06 20:44:56.249047
b716d3cd-27cd-40c3-95ee-06878d4493bc,2021-11-02 00:12:59,2021-11-02 00:13:01,2021-11-02 00:12:59,mm,completed,1421,2023-03-06 20:44:56.249047
d52f7738-0715-49f7-a0f0-9e6b15cffa25,2021-02-08 22:33:55,2021-02-08 22:33:58,2021-02-08 22:33:55,mm,completed,2383,2023-03-06 20:44:56.249047
b174ec6b-3bf7-4a22-b0d0-2cd9c25e1dcd,2023-01-20 15:01:14,2023-01-20 15:01:18,2023-01-20 15:01:14,mm,completed,3385,2023-03-06 20:44:56.249047
ba453268-63f1-4c56-8666-e2fa0c5d212f,2021-02-25 10:30:49,2021-10-18 20:10:58,2021-10-18 20:10:50,mm,completed,7629,2023-03-06 20:44:56.249047
08d389f6-fc43-4114-8d34-89cdc260ff3c,2020-12-01 14:33:00,2020-12-01 14:33:02,2020-12-01 14:33:00,mm,completed,1687,2023-03-06 20:44:56.249047
4345c82c-a467-414a-8ff4-0b7edb2303a4,2022-07-05 12:58:38,2022-07-05 12:58:41,2022-07-05 12:58:38,mm,completed,1536,2023-03-06 20:44:56.249047
dfd09b03-2441-4d4b-ac91-d56c1705d13c,2022-08-25 11:30:45,2022-08-25 11:30:50,2022-08-25 11:30:45,mm,completed,5468,2023-03-06 20:44:56.249047
71fd7737-4b1b-423b-a1df-30fafaa54517,2022-07-10 18:01:55,2022-07-10 18:01:59,2022-07-10 18:01:55,mm,completed,1611,2023-03-06 20:44:56.249047
170fcd9c-46f8-4453-b6c3-d0b25b83f0d8,2019-11-19 06:43:23,2019-11-19 06:43:51,2019-11-19 06:43:23,mm,completed,28646,2023-03-06 20:44:56.249047
ca09d0db-ea3b-44a3-9549-7505d3cef344,2020-02-06 20:32:17,2020-06-29 20:13:14,2020-06-29 20:13:12,mm,completed,1247,2023-03-06 20:44:56.249047
d02eb60c-97c6-428b-9f5a-f622df75c77d,2020-02-25 11:59:29,2020-02-25 15:13:29,2020-02-25 15:13:28,mm,completed,401,2023-03-06 20:44:56.249047
1f88e1a4-12e9-4d1f-abe7-a50d806d370a,2020-08-10 18:50:24,2020-08-10 18:50:25,2020-08-10 18:50:24,mm,completed,536.0,2023-03-06 20:44:56.249047
7a355d27-7156-4c02-852d-794bab9d5eee,2019-12-03 13:07:34,2020-09-05 04:21:22,2020-09-05 04:21:21,mm,completed,1005,2023-03-06 20:44:56.249047
c44e0ed1-b752-49d3-8a91-6db1d1cb8536,2021-04-20 01:26:26,2021-04-20 01:26:41,2021-04-20 01:26:26,mm,completed,4626.0,2023-03-06 20:44:56.249047
b78ebbe5-eacb-4cd1-ab10-cc0ed41d57ef,2020-04-28 05:30:42,2020-04-28 05:30:43,2020-04-28 05:30:43,mm,completed,617,2023-03-06 20:44:56.249047
e2ff72e2-c52d-4b36-9517-fc5409fa2a2b,2021-11-09 16:17:08,2021-11-09 16:17:15,2021-11-09 16:17:08,mm,completed,6387,2023-03-06 20:44:56.249047
f64b2fc6-5efd-4da3-ba15-b1fe6c78ab36,2020-11-18 15:49:43,2020-11-18 15:49:50,2020-11-18 15:49:43,mm,completed,7081,2023-03-06 20:44:56.249047
8e28f50b-c186-4ba0-b934-aac032d045c1,2022-11-10 16:22:14,2022-11-10 16:22:17,2022-11-10 16:22:15,mm,completed,2089,2023-03-06 20:44:56.249047
7807b240-dc27-4485-b834-8d02485140b1,2021-02-04 05:17:06,2021-02-04 05:17:14,2021-02-04 05:17:06,mm,completed,7856,2023-03-06 20:44:56.249047
ef7dcd85-d700-43e2-b909-0dbae3b72b6e,2020-12-15 14:03:11,2020-12-15 14:03:13,2020-12-15 14:03:11,mm,completed,1704,2023-03-06 20:44:56.249047
191f6404-65ef-4c73-a3f8-e1490a0fede3,2021-12-22 18:03:44,2021-12-22 18:04:21,2021-12-22 18:03:44,mm,completed,37154,2023-03-06 20:44:56.249047
44168dc2-0720-4a40-befc-3c68b56b0b45,2020-02-25 15:03:19,2022-10-11 15:41:44,2022-10-11 15:41:43,mm,completed,1343,2023-03-06 20:44:56.249047
6aa865af-63d3-498c-9a34-6e9518ce1e54,2020-06-27 23:15:14,2020-06-27 23:15:18,2020-06-27 23:15:14,mm,completed,4174,2023-03-06 20:44:56.249047
b25a2435-0205-4c07-a43d-b82b729d02c3,2021-07-15 21:32:07,2021-07-15 21:32:11,2021-07-15 21:32:07,mm,completed,3394,2023-03-06 20:44:56.249047
852eb962-13fa-4ade-91e4-f28282e8368e,2022-03-07 20:53:39,2022-03-07 20:53:49,2022-03-07 20:53:39,mm,completed,9700,2023-03-06 20:44:56.249047
b50c4c39-3149-4326-8669-af03930038d9,2018-10-25 21:38:25,2020-09-11 13:27:16,2020-09-11 13:27:03,mm,completed,13597,2023-03-06 20:44:56.249047
cb1e0ea5-a6b7-4b34-a4c2-118e14ba05fd,2020-04-19 16:52:41,2020-04-19 16:52:47,2020-04-19 16:52:41,mm,completed,5773,2023-03-06 20:44:56.249047
7ae59665-5908-4fd5-b940-d4a2c75d96b2,2022-02-15 14:25:20,2022-02-15 14:25:24,2022-02-15 14:25:20,mm,completed,3794.0,2023-03-06 20:44:56.249047
9cb53eff-2335-4e9c-99df-2ffc5051dc3d,2020-05-29 09:42:26,2020-05-29 09:42:28,2020-05-29 09:42:26,mm,completed,1917,2023-03-06 20:44:56.249047
35110edf-2581-470d-85a2-d17038b482d4,2022-09-12 18:00:19,2022-09-12 18:00:35,2022-09-12 18:00:19,mm,completed,16504.0,2023-03-06 20:44:56.249047
3c6d0d3e-6a44-4ecf-8e99-9d6da39f27e6,2021-02-15 08:47:43,2021-02-15 08:47:46,2021-02-15 08:47:44,mm,completed,2877,2023-03-06 20:44:56.249047
f3b1ab41-d653-4eb9-99d8-e7fbeb4e1073,2022-05-24 12:04:12,2022-05-24 12:04:38,2022-05-24 12:04:12,mm,completed,25393.0,2023-03-06 20:44:56.249047
75e0b914-13a3-4446-a159-5ab6eacf2401,2022-10-27 08:13:44,2022-10-27 08:14:02,2022-10-27 08:13:45,mm,completed,17564,2023-03-06 20:44:56.249047
2c878707-4033-4812-a2bc-ffdfe9170f89,2019-11-17 09:39:28,2019-11-17 09:40:06,2019-11-17 09:39:29,mm,completed,37487,2023-03-06 20:44:56.249047
e6b74905-c065-440d-8139-9a64c31e5547,2019-01-08 17:18:03,2019-01-08 17:18:04,2019-01-08 17:18:03,mm,completed,1160,2023-03-06 20:44:56.249047
3265578d-8174-43a6-9b49-75b4fb0f6e89,2023-01-27 09:09:57,2023-01-27 09:10:00,2023-01-27 09:09:57,mm,completed,2856,2023-03-06 20:44:56.249047
51cf4d25-55d6-4281-8ad3-c9cf6b1d8018,2019-11-12 22:05:13,2019-11-12 22:05:16,2019-11-12 22:05:13,mm,completed,3210,2023-03-06 20:44:56.249047
bd57d3b8-fdb7-4521-8565-c6edde034213,2019-06-05 15:22:44,2019-06-05 15:22:45,2019-06-05 15:22:44,in,completed,479,2023-03-06 20:44:56.249047
722f3153-37b2-4efc-bfdf-24468708c765,2022-04-21 17:13:06,2022-04-21 17:13:09,2022-04-21 17:13:07,mm,completed,1852,2023-03-06 20:44:56.249047
fc70a174-10ea-400a-bdeb-7e8044cff16b,2022-07-21 06:27:42,2022-07-21 06:27:46,2022-07-21 06:27:43,mm,completed,3015.0,2023-03-06 20:44:56.249047
4d0c8a62-5138-4010-ab60-37567ffde918,2019-08-26 06:24:36,2019-08-26 06:24:42,2019-08-26 06:24:36,mm,completed,5790,2023-03-06 20:44:56.249047
882694ed-038c-4d5e-a440-9f3f60a38c50,2022-11-22 09:16:47,2022-11-22 09:16:49,2022-11-22 09:16:47,mm,completed,1510,2023-03-06 20:44:56.249047
703c460d-ea17-4ffe-beca-2c6f7942400e,2021-09-30 11:03:16,2021-09-30 11:03:18,2021-09-30 11:03:16,mm,completed,1645,2023-03-06 20:44:56.249047
b0a1be01-64f5-44fc-8c6d-5adb0fba78c3,2019-05-24 10:02:30,2019-05-24 10:02:41,2019-05-24 10:02:31,mm,completed,10239,2023-03-06 20:44:56.249047
ff64608a-4c70-4707-8c62-a7cd275bc112,2022-12-11 12:31:50,2022-12-11 12:32:09,2022-12-11 12:31:50,mm,completed,18641.0,2023-03-06 20:44:56.249047
bbd08e67-3c49-4790-8343-1b74838ba0da,2020-08-27 10:07:05,2020-08-27 10:07:06,2020-08-27 10:07:05,mm,completed,1596,2023-03-06 20:44:56.249047
8d73e185-5595-4630-84a4-432cb616138b,2019-10-18 12:19:23,2019-10-18 12:19:25,2019-10-18 12:19:23,mm,completed,1223,2023-03-06 20:44:56.249047
724e9227-2b8e-409a-b08f-c5249efa679c,2022-09-10 13:39:39,2022-09-10 13:40:09,2022-09-10 13:39:39,mm,completed,29732,2023-03-06 20:44:56.249047
e94bb778-e233-4f4a-8f37-0d43a83dfc50,2022-01-05 08:50:22,2022-01-05 08:50:23,2022-01-05 08:50:22,mm,completed,1490,2023-03-06 20:44:56.249047
0d9a4d35-e7c4-4db8-bd39-c6ebd1055553,2021-09-24 17:32:10,2021-09-24 17:32:16,2021-09-24 17:32:10,mm,completed,5123,2023-03-06 20:44:56.249047
01a4a974-a7db-442f-a91f-75b16194fe57,2019-10-10 05:57:21,2019-10-10 05:57:24,2019-10-10 05:57:21,mm,completed,3291,2023-03-06 20:44:56.249047
5c681655-b874-4ebc-bcfc-c1d2b5645dc1,2021-11-16 03:53:05,2021-11-16 03:53:09,2021-11-16 03:53:05,mm,completed,4464,2023-03-06 20:44:56.249047
c39b40e0-3d79-4891-aaaa-ef5c245f961d,2022-03-03 12:03:57,2022-03-03 12:03:59,2022-03-03 12:03:58,mm,completed,1383.0,2023-03-06 20:44:56.249047
9fa1e1e9-0438-4d76-b832-b5c5d2e249c0,2021-01-16 16:00:11,2021-01-16 16:00:12,2021-01-16 16:00:11,mm,completed,1080,2023-03-06 20:44:56.249047
d22168e9-2d01-4e4e-aa55-c2310a54936f,2018-11-05 10:22:47,2018-11-05 10:22:48,2018-11-05 10:22:47,mm,completed,707,2023-03-06 20:44:56.249047
7632345d-8211-485b-9b04-d6961e043c9f,2020-08-19 07:25:17,2021-10-19 05:19:49,2021-10-19 05:19:40,mm,completed,8591,2023-03-06 20:44:56.249047
597b7fb3-8daa-4ba3-98c9-128468c59722,2021-01-24 23:29:07,2021-01-24 23:29:08,2021-01-24 23:29:08,mm,completed,629,2023-03-06 20:44:56.249047
3e79a563-67f1-48ba-a6ea-406e92b076fd,2022-09-16 14:03:50,2022-09-16 14:03:52,2022-09-16 14:03:50,mm,completed,1317,2023-03-06 20:44:56.249047
9b8039da-5ac4-4d3a-a827-8cae730a5de1,2022-02-10 04:49:43,2022-02-10 04:49:52,2022-02-10 04:49:43,mm,completed,8495.0,2023-03-06 20:44:56.249047
17f33d8b-3b9c-4884-b8e3-c8bfd8ef53f8,2020-02-27 11:01:53,2020-02-27 11:01:53,2020-02-27 11:01:53,mm,completed,523,2023-03-06 20:44:56.249047
eeebb4f4-04d0-4c6d-b22e-b51c3fa83101,2021-12-13 15:30:52,2021-12-13 15:31:14,2021-12-13 15:30:52,mm,completed,22135,2023-03-06 20:44:56.249047
44a78e94-2085-426c-8e24-cfa40c352a07,2020-09-26 12:49:03,2020-09-26 12:49:09,2020-09-26 12:49:04,mm,completed,5535,2023-03-06 20:44:56.249047
4914f2bb-a7c4-4d29-8506-9b1b625fa106,2021-04-09 15:30:08,2021-04-09 15:30:14,2021-04-09 15:30:08,mm,completed,6075,2023-03-06 20:44:56.249047
a3041f23-e927-43e1-a399-ed84c5afcb49,2021-04-30 08:36:21,2021-04-30 08:36:52,2021-04-30 08:36:21,mm,completed,30182,2023-03-06 20:44:56.249047
99ea1a2f-bd52-4408-9e4f-d20eb8dac009,2023-01-18 15:54:27,2023-01-18 15:54:28,2023-01-18 15:54:27,mm,completed,795.0,2023-03-06 20:44:56.249047
534a574c-ee51-419f-83b8-6727f122b274,2021-12-22 16:38:41,2021-12-22 16:38:43,2021-12-22 16:38:41,mm,completed,2307,2023-03-06 20:44:56.249047
cb4d11cb-2703-42e7-aa63-4fdf8b742974,2019-05-12 02:05:09,2019-05-12 02:05:12,2019-05-12 02:05:09,mm,completed,2817,2023-03-06 20:44:56.249047
2021de55-cec1-4325-b918-7bfc99d6723f,2021-08-31 09:56:39,2021-08-31 09:56:42,2021-08-31 09:56:40,mm,completed,1895,2023-03-06 20:44:56.249047
0efb6288-343b-4e25-83a0-b14b7204be59,2022-04-01 11:30:57,2022-04-01 11:31:09,2022-04-01 11:30:57,mm,completed,12326.0,2023-03-06 20:44:56.249047
bcac92b4-9fd9-40b1-bf9c-af8e25092cf5,2023-01-19 17:11:53,2023-01-19 17:12:22,2023-01-19 17:11:53,mm,completed,28727,2023-03-06 20:44:56.249047
0fa8b80f-fc42-468f-a1df-c0c780ee71c3,2022-03-15 22:54:46,2022-03-15 22:54:53,2022-03-15 22:54:46,mm,completed,7101.0,2023-03-06 20:44:56.249047
713b453b-0a3a-4b31-a97b-f5235571d1e0,2019-03-05 12:06:02,2019-03-05 12:06:28,2019-03-05 12:06:02,mm,completed,25797,2023-03-06 20:44:56.249047
34bcac4b-f69c-4251-9f27-12f69dbf9491,2019-11-07 12:53:11,2019-11-07 12:53:26,2019-11-07 12:53:11,mm,completed,14619,2023-03-06 20:44:56.249047
fbf2f055-e55d-4bf0-9af9-9910e2a94b70,2020-02-10 16:56:28,2021-03-02 19:35:39,2021-03-02 19:35:38,mm,completed,1192,2023-03-06 20:44:56.249047
9d140b7f-42cd-422b-83fa-b528cb2aff44,2021-05-07 04:52:28,2021-05-07 04:52:46,2021-05-07 04:52:28,mm,completed,17393,2023-03-06 20:44:56.249047
358b63a1-8b30-4860-9e5e-429a2543e7fb,2022-11-21 11:13:45,2022-11-21 11:13:57,2022-11-21 11:13:45,mm,completed,12039,2023-03-06 20:44:56.249047
8ae66e8f-43a9-4deb-9a6b-f75b8812a0aa,2022-11-02 06:42:32,2022-11-02 06:42:46,2022-11-02 06:42:32,mm,completed,13403,2023-03-06 20:44:56.249047
294d44b0-d7dc-4760-8a51-4b71436f88f7,2021-12-06 22:34:48,2021-12-06 22:35:02,2021-12-06 22:34:48,mm,completed,13682,2023-03-06 20:44:56.249047
1bb5ab76-00ef-4fa9-90b6-1fc12afc6310,2020-02-12 14:48:08,2020-02-12 14:48:11,2020-02-12 14:48:08,mm,completed,3097,2023-03-06 20:44:56.249047
3638c56e-e78c-4504-85d8-a5f67ca9234f,2020-06-25 17:07:13,2020-06-25 17:07:15,2020-06-25 17:07:13,mm,completed,1460,2023-03-06 20:44:56.249047
9abddd4c-45fb-4ce6-ae71-c12f5a43c183,2019-01-03 23:50:39,2020-09-05 05:27:48,2020-09-05 05:27:41,mm,completed,6999,2023-03-06 20:44:56.249047
e38cdb77-02e1-46e2-a3ce-12162c553207,2021-10-23 07:15:55,2021-10-23 07:16:06,2021-10-23 07:15:55,mm,completed,11604,2023-03-06 20:44:56.249047
54549c30-10f4-41b8-ad54-6fd9e74937c0,2022-04-26 17:08:03,2022-04-26 17:08:04,2022-04-26 17:08:03,mm,completed,1103,2023-03-06 20:44:56.249047
34e8238a-b2e2-4dbf-94d4-b0a5e879645a,2019-08-29 10:58:54,2020-09-04 17:13:45,2020-09-04 17:13:40,mm,completed,5109,2023-03-06 20:44:56.249047
4be3525f-82e1-4693-8aff-897155449ff5,2020-03-07 05:32:48,2020-03-07 05:32:49,2020-03-07 05:32:48,mm,completed,1012,2023-03-06 20:44:56.249047
270b194e-4417-472e-bd49-8969ce8a44f0,2022-09-21 07:41:49,2022-09-21 07:42:17,2022-09-21 07:41:49,mm,completed,5679,2023-03-06 20:44:56.249047
5499409e-9bb8-4c76-8867-d36f76491bcc,2020-09-28 20:22:55,2020-09-28 20:22:58,2020-09-28 20:22:55,mm,completed,2232,2023-03-06 20:44:56.249047
3461a866-d3f3-4e96-b970-1a28bdf2a831,2022-07-28 05:57:29,2022-07-28 05:57:30,2022-07-28 05:57:30,mm,completed,754.0,2023-03-06 20:44:56.249047
e4163212-ba54-4f5b-abf6-d7ad600b4f1f,2022-01-12 10:12:23,2022-01-12 10:12:27,2022-01-12 10:12:24,mm,completed,3349,2023-03-06 20:44:56.249047
f365d8ec-4765-4a09-8e2c-150150d03ed0,2019-12-12 08:35:12,2019-12-12 08:35:20,2019-12-12 08:35:12,mm,completed,7416,2023-03-06 20:44:56.249047
884ac8df-87ef-43e7-bbbc-03b1509b641e,2020-08-22 07:23:59,2020-08-22 07:24:02,2020-08-22 07:23:59,mm,completed,3096,2023-03-06 20:44:56.249047
95536608-537b-4001-b74f-9542a9c44d38,2021-08-03 13:54:20,2021-08-03 13:54:22,2021-08-03 13:54:21,mm,completed,1001,2023-03-06 20:44:56.249047
51f2feeb-de2c-4781-9db7-fca00fe98cf3,2020-06-05 01:25:20,2020-06-05 01:25:24,2020-06-05 01:25:23,mm,completed,3427,2023-03-06 20:44:56.249047
b152e213-8b1c-446e-a29e-3e80349b08d8,2021-01-27 09:06:44,2021-01-27 09:06:45,2021-01-27 09:06:44,mm,completed,1463,2023-03-06 20:44:56.249047
a5352a6a-bbea-4bf0-a7a7-93eecffdf13e,2022-09-28 14:26:10,2022-09-28 14:26:11,2022-09-28 14:26:10,mm,completed,1013.0,2023-03-06 20:44:56.249047
1cbe82b3-b84d-4914-bab1-c33727eff310,2019-09-24 13:31:48,2020-09-12 21:09:05,2020-09-12 21:08:55,mm,completed,10385,2023-03-06 20:44:56.249047
86968dbe-87d0-4966-9b9d-2a26daf6c0ed,2022-05-13 18:27:54,2022-05-13 18:26:00,2022-05-13 18:27:54,mm,completed,2083,2023-03-06 20:44:56.249047
533cf0f9-71cc-4759-9f26-86736d6663b7,2018-10-26 07:28:25,2018-10-26 07:28:29,2018-10-26 07:28:25,mm,completed,3434,2023-03-06 20:44:56.249047
7993d738-c1f1-44b2-bbe8-824c6391f3b7,2021-10-30 20:24:35,2021-10-30 20:24:36,2021-10-30 20:24:35,mm,completed,1032,2023-03-06 20:44:56.249047
2f86425b-b157-4b04-ab36-81dc685cb267,2021-06-27 18:35:48,2021-06-27 18:35:51,2021-06-27 18:35:48,mm,completed,2620,2023-03-06 20:44:56.249047
0e64e8f6-55c6-4ecb-ab4b-b8a143f6e961,2021-01-13 14:28:04,2021-01-13 14:28:06,2021-01-13 14:28:04,mm,completed,1761,2023-03-06 20:44:56.249047
3c496b5f-fd61-4660-86b6-96ed22cdc828,2022-08-05 12:01:53,2022-08-05 12:01:56,2022-08-05 12:01:53,mm,completed,3632.0,2023-03-06 20:44:56.249047
61a0b446-5451-4a94-bffb-7cb174a3c593,2021-06-24 07:08:40,2021-06-24 07:08:44,2021-06-24 07:08:40,mm,completed,3484,2023-03-06 20:44:56.249047
ea0a3280-ff89-45d4-9f4f-032ea513ba82,2021-06-25 13:59:41,2021-06-25 13:59:47,2021-06-25 13:59:41,mm,completed,5203,2023-03-06 20:44:56.249047
c392e3a0-11ef-4134-a998-a7055283afca,2022-09-23 14:49:07,2022-09-23 14:49:08,2022-09-23 14:49:07,mm,completed,1392,2023-03-06 20:44:56.249047
49741138-7915-46f2-822e-8d5a9ca726f6,2022-01-11 14:37:59,2022-01-11 14:38:12,2022-01-11 14:37:59,mm,completed,12208,2023-03-06 20:44:56.249047
55dfd06d-476b-4547-a8a3-16425bbb780c,2020-03-11 13:38:46,2020-03-11 13:38:59,2020-03-11 13:38:47,mm,completed,11884.0,2023-03-06 20:44:56.249047
93314c98-ebd8-427c-8c0e-cdcdd7d21f5a,2021-06-14 21:10:19,2021-06-14 21:10:21,2021-06-14 21:10:19,mm,completed,1863,2023-03-06 20:44:56.249047
0182035a-bfa7-42be-9c1a-c9a504f26598,2018-11-28 04:51:39,2018-11-28 04:52:06,2018-11-28 04:51:40,mm,completed,13300,2023-03-06 20:44:56.249047
7d7a4014-434d-4d82-8ed7-dfdc2cb59b85,2023-01-25 16:37:56,2023-01-25 16:37:58,2023-01-25 16:37:56,mm,completed,1569.0,2023-03-06 20:44:56.249047
c025b5cc-fc39-4596-af46-ca5153a538d3,2022-06-30 15:16:56,2022-06-30 15:17:03,2022-06-30 15:16:56,mm,completed,6694,2023-03-06 20:44:56.249047
6d24fee4-2f1a-4f57-a6fc-18e7afd6f9ff,2019-12-14 07:27:45,2019-12-14 07:27:59,2019-12-14 07:27:46,mm,completed,12943,2023-03-06 20:44:56.249047
db199ff6-02fc-4c83-974c-f6f2c38b81b4,2020-01-29 00:32:53,2020-01-29 00:32:54,2020-01-29 00:32:54,mm,completed,796,2023-03-06 20:44:56.249047
d2a51298-56cc-40c8-b8ed-50f4522c84ea,2018-10-26 13:20:35,2020-09-06 21:54:44,2020-09-06 21:54:43,mm,completed,908,2023-03-06 20:44:56.249047
063f496a-69f7-486d-bd44-f5cb76a52299,2021-01-25 17:36:22,2021-01-25 17:36:31,2021-01-25 17:36:22,mm,completed,2380,2023-03-06 20:44:56.249047
c132aba6-7314-4aab-8104-56bfa44775d4,2018-10-26 12:17:24,2018-10-26 12:17:26,2018-10-26 12:17:24,mm,completed,1698,2023-03-06 20:44:56.249047
7f1e4daa-068a-4191-9e74-d2c2fc82bac6,2021-11-22 13:16:26,2021-11-22 13:16:35,2021-11-22 13:16:26,mm,completed,8495,2023-03-06 20:44:56.249047
c7746c75-fa7c-49ea-a92a-84eb35f5a352,2022-03-21 14:20:38,2022-03-21 14:20:41,2022-03-21 14:20:38,mm,completed,3039,2023-03-06 20:44:56.249047
c7ccf39e-69af-4c93-b1a8-3ee7af66093e,2019-11-20 15:37:21,2019-11-20 15:37:24,2019-11-20 15:37:21,mm,completed,2936,2023-03-06 20:44:56.249047
d47d1ab2-2738-48c9-86b0-e1ce0f782357,2020-11-24 14:03:50,2020-11-24 14:03:52,2020-11-24 14:03:50,mm,completed,1975,2023-03-06 20:44:56.249047
23fb7adb-028e-41a3-a1ff-06b2ff9915c9,2020-12-10 17:32:31,2020-12-10 17:32:57,2020-12-10 17:32:31,mm,completed,26596,2023-03-06 20:44:56.249047
a7fdec26-1cce-4261-a15c-80023450480a,2019-03-30 15:56:21,2019-03-30 15:56:22,2019-03-30 15:56:21,mm,completed,788,2023-03-06 20:44:56.249047
8c88e6ca-5e1c-44a4-a7ec-02170cf99572,2020-05-08 15:19:22,2020-05-08 15:19:37,2020-05-08 15:19:22,mm,completed,14692,2023-03-06 20:44:56.249047
163cd7fc-a57a-4b34-85cf-96a866b27616,2019-06-23 05:34:40,2019-06-23 05:34:48,2019-06-23 05:34:40,mm,completed,7041,2023-03-06 20:44:56.249047
8b47cb3e-25bb-4e6f-8f3c-976dc0cee5f7,2019-09-23 21:25:50,2019-09-23 21:25:51,2019-09-23 21:25:51,mm,completed,673,2023-03-06 20:44:56.249047
7ac5477f-65cb-4862-bc8e-351c9ae8386e,2020-06-19 13:22:48,2020-09-05 04:05:32,2020-09-05 04:05:30,mm,completed,1929,2023-03-06 20:44:56.249047
85ee7b80-fc86-4610-82e8-37cbe4f40134,2018-10-26 08:37:04,2018-10-26 08:37:05,2018-10-26 08:37:04,mm,completed,1110,2023-03-06 20:44:56.249047
7b9f5fa6-0524-4b11-bbb7-3fde2990ce34,2020-11-15 14:13:54,2020-11-15 14:13:55,2020-11-15 14:13:54,mm,completed,631,2023-03-06 20:44:56.249047
b1272197-4994-43cc-8ca0-c26970c11a4c,2019-08-05 09:01:47,2019-08-05 09:01:49,2019-08-05 09:01:47,mm,completed,1580,2023-03-06 20:44:56.249047
cb8b2f95-1fad-4a05-abd9-83d5d4f85580,2022-11-04 18:07:30,2022-11-04 18:08:14,2022-11-04 18:07:31,mm,completed,43819,2023-03-06 20:44:56.249047
55dac62e-31d2-4988-8f30-e9805c6acd8a,2020-02-05 01:25:56,2020-02-05 01:26:03,2020-02-05 01:25:56,mm,completed,7695,2023-03-06 20:44:56.249047
d696b0f0-5298-4ac2-abb3-bf7894fb1523,2020-01-09 16:35:28,2020-01-09 16:35:37,2020-01-09 16:35:29,mm,completed,8454,2023-03-06 20:44:56.249047
1c87316a-f2a4-4f64-b122-3ba69c64005c,2020-08-05 16:58:27,2021-01-07 17:58:25,2021-01-07 17:58:24,mm,completed,1454,2023-03-06 20:44:56.249047
98db8e52-106f-4f7b-b693-d962d7167af6,2020-05-29 22:55:30,2020-05-29 22:55:39,2020-05-29 22:55:30,mm,completed,9117,2023-03-06 20:44:56.249047
0b0a188d-8ac1-432c-8ee5-cb1a64530a24,2019-11-13 12:08:55,2020-09-07 02:26:06,2020-09-07 02:26:04,mm,completed,2106,2023-03-06 20:44:56.249047
105e8660-24a6-4c40-84d5-9350779a95eb,2021-03-12 17:07:23,2021-03-12 17:07:31,2021-03-12 17:07:23,mm,completed,3014,2023-03-06 20:44:56.249047
8bf4746f-e2ce-4266-bd40-dfcd6da8ee53,2021-11-04 14:19:26,2021-11-04 14:19:27,2021-11-04 14:19:26,mm,completed,1546,2023-03-06 20:44:56.249047
5375a879-41bd-4b2e-a499-b21c40c95edf,2019-12-30 15:29:58,2020-09-06 00:53:17,2020-09-06 00:52:52,mm,completed,24861,2023-03-06 20:44:56.249047
69554269-6dcc-4db5-a162-61949a7c6f05,2019-08-02 01:37:57,2020-09-11 21:43:30,2020-09-11 21:43:23,mm,completed,7097,2023-03-06 20:44:56.249047
ba7e1723-bc34-4363-9f99-59cf65afcf8e,2022-01-27 10:38:34,2022-01-27 10:38:46,2022-01-27 10:38:34,mm,completed,6916,2023-03-06 20:44:56.249047
5fde9240-a442-4370-a821-3cf63b4a1b96,2022-09-08 00:48:20,2022-09-08 00:48:32,2022-09-08 00:48:20,mm,completed,12018.0,2023-03-06 20:44:56.249047
070ff140-f271-444f-91f0-789b7335c271,2021-04-22 07:50:22,2021-04-22 07:50:37,2021-04-22 07:50:22,mm,completed,14209.0,2023-03-06 20:44:56.249047
